ensembl_gene_id	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06
ENSG00000154269	2	1	0	0	0	1
ENSG00000154274	3	0	0	0	0	0
ENSG00000154277	4505	5187	4360	7647	5349	7980
ENSG00000154305	1041	923	1229	1205	963	857
ENSG00000154309	64	95	73	193	102	130
ENSG00000154310	69	65	80	106	84	113
ENSG00000154316	0	2	0	0	0	0
ENSG00000154319	84	149	117	219	130	181
ENSG00000154328	141	194	149	242	174	296
ENSG00000154330	78	98	69	245	168	181
ENSG00000154342	1	3	0	2	0	0
ENSG00000154358	74	101	57	82	41	46
ENSG00000154359	76	65	115	109	114	98
ENSG00000154370	270	469	300	645	366	549
ENSG00000154380	1473	1261	1744	2435	1910	1873
ENSG00000154415	0	0	0	0	0	0
ENSG00000154429	130	105	268	200	178	173
ENSG00000154438	0	0	0	0	0	0
ENSG00000154447	321	328	461	864	592	681
ENSG00000154451	0	0	0	1	2	0
ENSG00000154473	1763	2087	2421	3951	2303	3151
ENSG00000154478	3	0	1	5	4	7
ENSG00000154479	1	1	2	1	1	2
ENSG00000154485	0	0	0	0	1	0
ENSG00000154493	1	1	0	2	4	0
ENSG00000154511	332	308	508	482	402	345
ENSG00000154518	1889	2355	1725	1270	935	1318
ENSG00000154529	0	0	0	0	0	0
ENSG00000154545	1	3	0	0	0	2
ENSG00000154548	0	0	0	3	0	0
ENSG00000154553	0	0	1	1	1	0
ENSG00000154556	8	18	7	19	8	17
ENSG00000154582	665	811	583	836	629	1026
ENSG00000154589	33	40	34	36	30	52
ENSG00000154608	33	24	27	33	27	29
ENSG00000154611	0	0	0	1	0	1
ENSG00000154620	1	8	0	0	2	1
ENSG00000154639	5	0	5	7	4	1
ENSG00000154640	478	470	674	887	674	956
ENSG00000154642	82	55	162	99	119	120
ENSG00000154645	0	0	0	1	0	2
ENSG00000154646	0	0	0	0	0	0
ENSG00000154654	0	0	0	2	0	0
ENSG00000154655	0	0	0	1	0	0
ENSG00000154678	328	284	413	1261	822	972
ENSG00000154710	26	30	33	47	24	34
ENSG00000154719	364	428	313	360	273	423
ENSG00000154721	55	36	81	60	49	57
ENSG00000154723	628	830	744	928	756	1251
ENSG00000154727	224	151	304	245	273	244
ENSG00000154734	913	812	1438	3642	2245	3070
ENSG00000154736	25	24	53	125	86	91
ENSG00000154743	63	85	70	161	74	129
ENSG00000154760	21	26	7	13	6	7
ENSG00000154764	1	0	1	1	1	1
ENSG00000154767	971	1283	994	1396	851	1087
ENSG00000154781	221	264	220	276	190	251
ENSG00000154783	1	0	0	4	0	0
ENSG00000154803	205	235	145	401	211	340
ENSG00000154813	398	446	518	551	428	503
ENSG00000154814	106	143	67	141	92	134
ENSG00000154822	54	62	104	79	52	49
ENSG00000154832	549	828	464	1028	580	945
ENSG00000154839	270	248	392	462	349	455
ENSG00000154845	1025	976	1310	1788	1315	1451
ENSG00000154856	176	190	152	95	51	64
ENSG00000154864	1	0	0	5	1	0
ENSG00000154874	3	6	4	30	18	20
ENSG00000154889	144	212	161	272	152	228
ENSG00000154898	6	8	2	25	8	7
ENSG00000154914	3	12	9	0	1	1
ENSG00000154917	144	152	134	96	59	57
ENSG00000154920	132	176	193	310	187	294
ENSG00000154928	27	31	19	36	14	28
ENSG00000154930	80	94	68	164	73	82
ENSG00000154945	436	447	673	899	707	768
ENSG00000154957	77	84	78	123	78	112
ENSG00000154975	1	0	0	1	0	0
ENSG00000154978	502	686	521	900	600	1042
ENSG00000154997	0	1	0	0	0	0
ENSG00000155008	141	89	193	166	158	154
ENSG00000155011	1	3	0	4	3	3
ENSG00000155016	137	171	203	257	213	223
ENSG00000155026	0	0	0	0	0	0
ENSG00000155034	431	529	372	989	490	569
ENSG00000155052	0	0	0	0	0	0
ENSG00000155066	1	8	3	8	6	4
ENSG00000155070	0	0	0	0	0	0
ENSG00000155085	13	21	26	18	22	30
ENSG00000155087	0	0	0	0	0	0
ENSG00000155090	942	936	1001	1375	908	922
ENSG00000155093	4	4	0	9	2	0
ENSG00000155096	1458	1323	2136	1928	1501	1666
ENSG00000155097	615	592	748	1072	880	857
ENSG00000155099	99	106	160	173	148	227
ENSG00000155100	102	103	200	213	242	210
ENSG00000155111	230	196	310	426	365	330
ENSG00000155115	308	337	425	309	258	375
ENSG00000155158	102	89	98	75	58	61
ENSG00000155189	327	312	514	604	473	582
ENSG00000155229	1013	1418	962	1507	876	1239
ENSG00000155249	0	0	0	0	0	0
ENSG00000155252	785	879	591	1126	792	1002
ENSG00000155254	1359	1768	1371	4253	2541	2909
ENSG00000155256	227	290	211	476	273	417
ENSG00000155265	4	3	1	1	1	1
ENSG00000155269	3	1	1	3	3	1
ENSG00000155275	106	113	118	178	135	153
ENSG00000155287	225	348	200	515	308	580
ENSG00000155304	669	503	1110	1181	1149	917
ENSG00000155307	0	0	0	0	0	0
ENSG00000155313	202	173	284	314	285	238
ENSG00000155324	1052	898	1173	1556	1255	1338
ENSG00000155329	136	159	156	173	158	138
ENSG00000155330	116	118	212	192	168	222
ENSG00000155363	633	916	481	1415	813	1157
ENSG00000155366	2618	3972	1402	3995	2106	4179
ENSG00000155367	3	2	0	5	4	7
ENSG00000155368	1749	2124	1790	1575	1114	1855
ENSG00000155380	764	705	941	862	730	848
ENSG00000155393	188	179	316	334	284	297
ENSG00000155428	0	0	0	0	1	1
ENSG00000155438	726	684	719	447	338	459
ENSG00000155463	1339	1687	1012	1676	928	1440
ENSG00000155465	24	52	16	23	14	14
ENSG00000155495	0	0	0	1	0	0
ENSG00000155506	1902	2182	2238	4995	2799	3437
ENSG00000155508	392	372	563	580	452	461
ENSG00000155511	16	20	18	44	10	26
ENSG00000155530	0	0	0	2	2	0
ENSG00000155542	38	22	27	24	24	45
ENSG00000155545	144	108	290	224	182	152
ENSG00000155561	890	845	1167	1465	1016	1178
ENSG00000155592	110	94	141	240	148	160
ENSG00000155621	141	163	126	165	130	174
ENSG00000155622	0	0	0	11	7	16
ENSG00000155629	0	4	0	2	0	0
ENSG00000155636	132	145	160	127	96	101
ENSG00000155657	3	4	2	7	4	5
ENSG00000155659	0	0	0	0	0	1
ENSG00000155660	1911	2232	2441	4844	2997	4103
ENSG00000155666	47	60	33	84	65	71
ENSG00000155714	0	0	1	0	0	0
ENSG00000155719	0	0	1	0	0	0
ENSG00000155729	207	248	267	218	125	162
ENSG00000155744	113	112	207	98	64	53
ENSG00000155749	1	1	2	3	4	1
ENSG00000155754	6	2	3	0	0	0
ENSG00000155755	686	772	785	563	490	503
ENSG00000155760	601	780	667	705	375	481
ENSG00000155761	1	0	0	1	0	0
ENSG00000155792	2	14	11	6	4	9
ENSG00000155816	324	358	577	838	566	623
ENSG00000155827	562	598	622	749	625	696
ENSG00000155833	0	0	0	0	0	0
ENSG00000155846	12	11	9	16	5	16
ENSG00000155849	2	3	2	1	4	0
ENSG00000155850	407	298	583	479	464	341
ENSG00000155858	146	134	180	311	242	237
ENSG00000155868	84	102	141	134	79	120
ENSG00000155875	0	2	1	0	0	1
ENSG00000155876	1569	1806	1408	2597	1340	1912
ENSG00000155886	1	2	3	1	0	0
ENSG00000155890	0	0	0	0	1	0
ENSG00000155893	73	87	109	68	40	37
ENSG00000155897	0	0	0	0	0	0
ENSG00000155903	212	146	286	315	268	236
ENSG00000155906	245	317	242	359	251	352
ENSG00000155918	0	0	1	0	0	0
ENSG00000155926	1	0	1	4	1	3
ENSG00000155957	99	85	54	81	52	94
ENSG00000155959	617	616	619	725	630	744
ENSG00000155961	0	0	0	0	0	0
ENSG00000155962	0	0	0	0	2	0
ENSG00000155966	0	0	0	1	0	1
ENSG00000155970	34	27	90	91	95	83
ENSG00000155974	0	1	0	8	0	3
ENSG00000155975	321	323	435	683	506	607
ENSG00000155980	76	119	99	77	44	46
ENSG00000156006	0	0	0	0	0	0
ENSG00000156009	0	0	0	0	0	0
ENSG00000156011	151	149	171	122	96	59
ENSG00000156017	103	86	241	202	205	160
ENSG00000156026	308	308	471	570	453	477
ENSG00000156030	203	243	196	523	351	365
ENSG00000156042	5	0	0	3	2	1
ENSG00000156049	1	5	1	5	4	6
ENSG00000156050	79	85	75	122	92	132
ENSG00000156052	405	335	641	898	718	666
ENSG00000156076	0	0	0	0	0	0
ENSG00000156096	0	0	0	0	0	0
ENSG00000156097	0	0	1	0	0	0
ENSG00000156103	219	195	414	466	341	313
ENSG00000156110	718	790	654	762	580	995
ENSG00000156113	3792	4539	3719	8432	4503	6335
ENSG00000156127	0	0	0	0	1	0
ENSG00000156136	117	129	338	455	479	518
ENSG00000156140	5	11	5	14	7	13
ENSG00000156150	67	90	52	2	3	1
ENSG00000156162	257	213	522	449	431	349
ENSG00000156170	101	110	159	161	128	185
ENSG00000156171	190	223	237	244	181	238
ENSG00000156172	32	21	21	46	42	36
ENSG00000156194	0	0	1	0	0	0
ENSG00000156206	0	0	2	0	0	1
ENSG00000156218	1	0	0	0	0	0
ENSG00000156219	0	0	0	0	0	0
ENSG00000156222	0	0	0	0	0	1
ENSG00000156232	83	73	131	182	107	153
ENSG00000156234	0	0	0	0	0	0
ENSG00000156239	134	136	127	242	157	244
ENSG00000156253	377	467	349	316	256	312
ENSG00000156256	651	580	788	829	736	727
ENSG00000156261	1696	1864	2264	2353	1909	2655
ENSG00000156265	687	591	667	1615	1209	1331
ENSG00000156269	0	0	0	0	2	0
ENSG00000156273	973	709	1186	1088	826	756
ENSG00000156282	0	0	0	0	0	0
ENSG00000156284	1	0	0	0	0	0
ENSG00000156298	0	0	0	0	0	0
ENSG00000156299	0	0	0	0	1	0
ENSG00000156304	256	283	291	492	385	430
ENSG00000156313	39	39	62	73	64	47
ENSG00000156345	52	56	52	81	54	85
ENSG00000156374	92	91	120	179	131	165
ENSG00000156381	295	439	343	901	500	697
ENSG00000156384	36	30	70	43	50	75
ENSG00000156395	0	1	0	1	0	1
ENSG00000156398	17	29	36	87	55	66
ENSG00000156411	651	886	630	1360	726	1173
ENSG00000156413	0	1	0	0	1	0
ENSG00000156414	0	1	0	1	4	0
ENSG00000156427	5	2	0	6	2	1
ENSG00000156453	164	152	99	155	74	90
ENSG00000156463	5	6	15	39	21	29
ENSG00000156466	0	0	0	0	1	0
ENSG00000156467	1180	1358	1447	1533	1344	1984
ENSG00000156469	118	109	187	221	193	247
ENSG00000156471	1312	1460	1208	2017	1370	1803
ENSG00000156475	1	6	17	101	65	94
ENSG00000156482	8683	11658	4343	6541	5020	10878
ENSG00000156486	6	4	1	5	1	5
ENSG00000156500	24	37	50	23	15	20
ENSG00000156502	178	177	316	374	255	335
ENSG00000156504	162	180	355	599	412	416
ENSG00000156508	17219	24254	11074	21015	11991	25904
ENSG00000156509	16	21	27	32	6	51
ENSG00000156510	2	3	10	11	8	2
ENSG00000156515	2706	3578	2110	4848	2611	3929
ENSG00000156521	70	114	80	212	92	195
ENSG00000156531	208	195	503	426	403	384
ENSG00000156535	1599	1255	2616	2387	1817	1573
ENSG00000156564	0	1	0	0	0	0
ENSG00000156574	0	3	0	2	2	0
ENSG00000156575	1	0	0	1	0	0
ENSG00000156587	499	843	399	790	429	738
ENSG00000156599	1343	1869	1618	2665	1489	2004
ENSG00000156603	369	542	218	463	339	574
ENSG00000156639	1100	1573	955	1688	1068	1654
ENSG00000156642	1997	2070	2137	3787	2313	2956
ENSG00000156650	398	414	485	650	482	516
ENSG00000156671	256	221	433	405	268	270
ENSG00000156675	142	131	143	121	56	60
ENSG00000156687	0	0	0	1	0	2
ENSG00000156689	39	33	45	60	68	58
ENSG00000156697	606	649	432	552	363	581
ENSG00000156709	436	477	465	766	497	702
ENSG00000156711	13	19	26	10	13	10
ENSG00000156735	156	124	232	375	249	243
ENSG00000156738	0	0	0	0	0	0
ENSG00000156755	0	0	0	0	0	0
ENSG00000156787	47	76	143	112	91	128
ENSG00000156795	113	96	64	132	96	99
ENSG00000156802	969	862	1939	2149	1632	1723
ENSG00000156804	971	967	1059	949	678	709
ENSG00000156831	210	276	179	325	299	445
ENSG00000156853	249	350	248	400	220	357
ENSG00000156858	240	365	207	713	341	626
ENSG00000156860	687	1049	690	1979	940	1519
ENSG00000156869	51	46	59	75	56	53
ENSG00000156873	277	367	212	375	211	346
ENSG00000156875	35	31	49	60	51	31
ENSG00000156876	74	72	164	126	165	109
ENSG00000156885	0	0	0	0	0	0
ENSG00000156886	0	0	0	0	0	0
ENSG00000156920	0	0	0	0	2	0
ENSG00000156925	0	0	1	0	0	0
ENSG00000156928	338	452	314	536	288	477
ENSG00000156931	286	327	342	496	426	428
ENSG00000156958	207	269	242	313	234	324
ENSG00000156959	0	0	1	0	1	0
ENSG00000156966	2	0	11	13	1	7
ENSG00000156968	0	1	0	0	0	0
ENSG00000156970	487	475	875	803	625	729
ENSG00000156973	265	360	295	256	120	249
ENSG00000156976	2063	1886	2822	3851	2512	3048
ENSG00000156983	326	399	331	715	384	548
ENSG00000156990	451	655	269	531	301	503
ENSG00000157005	2	0	0	1	0	0
ENSG00000157014	193	220	184	480	317	395
ENSG00000157017	0	1	0	0	0	3
ENSG00000157020	4288	6249	2869	8162	3861	6676
ENSG00000157021	38	43	27	47	24	40
ENSG00000157036	205	207	240	373	250	288
ENSG00000157045	711	1138	530	749	526	888
ENSG00000157060	0	0	1	0	0	0
ENSG00000157064	246	326	284	570	347	495
ENSG00000157077	391	363	377	400	309	300
ENSG00000157087	1	0	0	0	2	2
ENSG00000157093	0	0	0	0	0	0
ENSG00000157103	1	1	0	4	3	0
ENSG00000157106	1025	782	1377	1662	1156	1008
ENSG00000157107	160	126	295	242	240	177
ENSG00000157110	557	790	542	972	594	880
ENSG00000157111	17	36	18	24	14	21
ENSG00000157119	1	1	0	1	0	0
ENSG00000157131	1	0	0	0	0	0
ENSG00000157150	1	5	3	0	1	0
ENSG00000157152	0	2	1	2	0	0
ENSG00000157168	1045	1088	1448	2245	1576	1707
ENSG00000157181	264	256	308	240	227	200
ENSG00000157184	175	247	110	188	121	110
ENSG00000157191	911	1135	783	1220	794	1074
ENSG00000157193	248	321	412	942	617	721
ENSG00000157211	0	0	0	0	0	0
ENSG00000157212	181	198	275	374	245	337
ENSG00000157214	35	22	73	58	40	22
ENSG00000157216	457	684	355	634	357	506
ENSG00000157219	0	0	0	0	0	0
ENSG00000157224	167	158	256	319	255	274
ENSG00000157227	8728	10798	7988	13613	7059	10894
ENSG00000157240	188	201	161	457	227	370
ENSG00000157259	276	292	381	458	353	388
ENSG00000157303	4	5	0	0	0	1
ENSG00000157306	1	4	3	13	0	8
ENSG00000157315	0	0	4	0	0	0
ENSG00000157322	1	0	0	1	0	0
ENSG00000157326	83	150	56	119	89	126
ENSG00000157330	0	0	0	1	0	0
ENSG00000157335	0	0	0	0	0	0
ENSG00000157343	0	1	0	0	1	0
ENSG00000157349	229	289	158	230	141	244
ENSG00000157350	935	1340	814	1665	879	1238
ENSG00000157353	52	66	46	143	95	108
ENSG00000157368	1	2	0	2	0	0
ENSG00000157379	165	212	111	353	200	282
ENSG00000157388	2	4	3	1	2	3
ENSG00000157399	36	47	12	42	23	27
ENSG00000157404	0	0	2	1	0	1
ENSG00000157423	1	1	0	1	1	0
ENSG00000157426	66	65	54	108	91	98
ENSG00000157429	24	21	14	41	22	29
ENSG00000157445	89	96	114	187	108	122
ENSG00000157450	249	284	527	559	414	369
ENSG00000157456	766	889	872	1019	676	1075
ENSG00000157470	11	1	5	7	3	3
ENSG00000157483	884	980	862	1277	820	954
ENSG00000157500	247	261	445	531	487	487
ENSG00000157502	0	0	0	1	1	1
ENSG00000157510	296	372	233	228	136	202
ENSG00000157514	589	744	542	639	395	505
ENSG00000157538	674	772	677	919	618	786
ENSG00000157540	323	285	452	799	612	548
ENSG00000157542	0	0	1	1	0	0
ENSG00000157551	5	3	1	7	4	7
ENSG00000157554	0	0	0	0	0	0
ENSG00000157557	577	646	649	1273	695	1077
ENSG00000157570	1	0	0	0	0	1
ENSG00000157578	14	9	11	11	15	10
ENSG00000157593	1184	1873	1028	2588	1481	2680
ENSG00000157600	100	105	116	269	159	194
ENSG00000157601	41	72	80	558	347	467
ENSG00000157613	3097	4637	2336	6259	3477	4552
ENSG00000157617	390	361	372	410	237	301
ENSG00000157625	186	198	274	392	306	274
ENSG00000157637	1015	1372	1104	2938	1408	2156
ENSG00000157653	5	5	3	4	5	5
ENSG00000157654	3071	3206	3801	4904	3456	3986
ENSG00000157657	639	727	618	1258	592	705
ENSG00000157680	149	139	155	218	141	128
ENSG00000157693	142	115	153	176	130	114
ENSG00000157703	0	3	1	0	1	0
ENSG00000157734	0	3	1	1	0	1
ENSG00000157741	145	120	143	158	138	142
ENSG00000157764	199	151	262	306	251	229
ENSG00000157765	0	0	0	0	0	0
ENSG00000157766	0	1	0	1	0	0
ENSG00000157778	288	365	281	645	303	626
ENSG00000157782	3	6	0	2	0	1
ENSG00000157796	164	132	183	252	133	152
ENSG00000157800	339	347	422	543	344	389
ENSG00000157823	209	249	192	341	248	262
ENSG00000157827	431	370	729	458	324	308
ENSG00000157833	5	5	1	1	0	4
ENSG00000157837	305	354	343	588	423	490
ENSG00000157851	0	0	0	1	2	0
ENSG00000157856	1	0	0	0	0	0
ENSG00000157869	138	146	175	332	227	253
ENSG00000157870	413	708	441	451	308	500
ENSG00000157873	78	133	57	46	32	16
ENSG00000157881	520	634	425	1044	512	917
ENSG00000157884	0	0	0	0	0	0
ENSG00000157890	1	0	1	3	1	2
ENSG00000157895	360	475	253	422	244	495
ENSG00000157911	345	477	206	691	381	608
ENSG00000157916	1586	2201	1413	2614	1678	2315
ENSG00000157927	10	6	2	28	17	26
ENSG00000157933	665	741	856	1813	984	1062
ENSG00000157954	886	1232	660	1106	790	1219
ENSG00000157965	0	0	0	0	0	0
ENSG00000157978	500	771	359	823	423	781
ENSG00000157985	376	493	369	422	238	364
ENSG00000157992	5	2	10	4	1	1
ENSG00000157999	2	0	10	4	2	0
ENSG00000158006	196	280	189	250	172	248
ENSG00000158008	213	267	83	119	84	95
ENSG00000158014	0	0	0	0	0	0
ENSG00000158019	183	222	203	233	103	182
ENSG00000158022	1	0	0	1	0	0
ENSG00000158023	36	51	76	92	63	97
ENSG00000158042	2579	3874	1526	2679	1545	3681
ENSG00000158050	1	1	0	0	0	0
ENSG00000158055	0	0	0	0	0	0
ENSG00000158062	195	251	145	290	193	323
ENSG00000158077	1	0	2	3	1	5
ENSG00000158079	69	114	138	170	124	127
ENSG00000158089	8	15	4	1	0	0
ENSG00000158092	262	265	326	370	289	266
ENSG00000158104	0	0	0	0	1	0
ENSG00000158106	3	9	9	3	4	0
ENSG00000158109	1142	1599	631	1363	794	1336
ENSG00000158113	0	0	0	2	0	0
ENSG00000158122	171	144	177	201	154	154
ENSG00000158125	43	42	55	37	22	17
ENSG00000158156	94	157	69	182	102	214
ENSG00000158158	179	212	166	172	87	105
ENSG00000158161	277	238	321	420	322	328
ENSG00000158163	145	163	155	197	136	164
ENSG00000158164	22	30	33	90	53	89
ENSG00000158169	197	262	210	379	256	351
ENSG00000158186	1485	1713	964	1622	1040	1180
ENSG00000158195	2628	3098	2213	3604	2006	2864
ENSG00000158201	58	76	108	182	117	173
ENSG00000158220	0	0	0	1	0	0
ENSG00000158234	91	129	119	55	68	62
ENSG00000158246	37	64	38	143	87	149
ENSG00000158258	1	2	3	2	0	0
ENSG00000158270	1	1	0	1	0	0
ENSG00000158286	36	44	39	43	30	40
ENSG00000158290	682	693	1096	1008	835	810
ENSG00000158292	208	276	214	358	182	277
ENSG00000158296	12	32	14	89	58	58
ENSG00000158301	204	184	251	243	169	209
ENSG00000158315	1	6	4	3	0	0
ENSG00000158321	1	1	1	0	0	1
ENSG00000158352	0	0	0	1	2	0
ENSG00000158373	50	63	28	110	66	112
ENSG00000158402	162	196	176	204	136	196
ENSG00000158406	61	81	34	137	64	101
ENSG00000158411	157	186	194	128	117	187
ENSG00000158417	2218	2539	2034	1213	991	1127
ENSG00000158423	5	8	4	3	2	13
ENSG00000158427	5	1	1	4	3	2
ENSG00000158428	0	0	0	0	0	0
ENSG00000158435	254	303	381	339	258	333
ENSG00000158445	3	1	6	4	1	2
ENSG00000158457	1	1	0	0	0	2
ENSG00000158458	0	0	2	2	2	1
ENSG00000158467	140	97	161	184	126	136
ENSG00000158470	364	418	521	718	442	540
ENSG00000158473	0	0	1	0	0	1
ENSG00000158477	0	0	0	0	0	0
ENSG00000158480	94	144	78	231	122	180
ENSG00000158481	0	0	0	0	0	0
ENSG00000158482	0	0	3	0	1	0
ENSG00000158483	116	146	58	129	74	104
ENSG00000158485	0	0	0	0	0	1
ENSG00000158486	0	0	0	17	17	10
ENSG00000158488	0	0	0	0	0	0
ENSG00000158497	0	0	0	0	0	0
ENSG00000158516	0	0	0	1	0	1
ENSG00000158517	0	0	0	0	1	1
ENSG00000158525	1	7	2	0	0	0
ENSG00000158526	463	715	469	785	481	790
ENSG00000158528	1	1	1	5	2	1
ENSG00000158545	677	958	673	1483	944	1308
ENSG00000158552	476	621	306	353	234	416
ENSG00000158553	0	0	0	0	0	0
ENSG00000158555	102	144	56	85	48	41
ENSG00000158560	0	0	0	0	0	0
ENSG00000158571	1	1	1	1	0	0
ENSG00000158578	0	0	1	0	0	2
ENSG00000158604	365	428	440	1039	593	844
ENSG00000158615	461	459	612	934	660	731
ENSG00000158623	299	317	310	643	482	518
ENSG00000158636	346	388	418	482	335	400
ENSG00000158639	0	0	0	0	0	0
ENSG00000158669	1097	1518	1213	2330	1379	1799
ENSG00000158683	2	1	0	1	3	2
ENSG00000158691	59	51	98	120	89	101
ENSG00000158710	11526	17197	7820	20697	11424	22442
ENSG00000158711	235	183	313	465	426	281
ENSG00000158714	6	4	0	0	0	0
ENSG00000158715	39	64	63	102	50	59
ENSG00000158716	92	164	118	99	73	154
ENSG00000158717	99	149	85	313	185	301
ENSG00000158731	0	0	0	0	0	0
ENSG00000158747	2890	4449	2330	4316	2455	3968
ENSG00000158748	0	4	7	3	0	1
ENSG00000158764	0	0	0	0	0	0
ENSG00000158769	3	0	2	0	0	1
ENSG00000158773	307	346	315	545	314	529
ENSG00000158786	1	0	0	2	0	0
ENSG00000158792	81	165	44	147	79	144
ENSG00000158793	214	350	219	350	233	360
ENSG00000158796	451	597	368	748	501	736
ENSG00000158805	129	189	178	318	190	291
ENSG00000158806	1	2	0	0	1	1
ENSG00000158813	0	0	0	3	0	1
ENSG00000158815	0	2	0	0	1	0
ENSG00000158816	0	0	0	0	1	1
ENSG00000158825	14	25	11	30	15	43
ENSG00000158828	2033	3283	1542	3747	2046	3452
ENSG00000158850	408	651	260	783	326	609
ENSG00000158856	46	96	30	215	120	201
ENSG00000158859	0	0	0	1	1	0
ENSG00000158863	657	967	511	1498	726	937
ENSG00000158864	1401	1939	1106	1865	992	1702
ENSG00000158865	0	1	0	0	0	0
ENSG00000158869	1	2	0	10	1	1
ENSG00000158874	0	0	0	0	0	0
ENSG00000158882	274	488	270	493	290	448
ENSG00000158887	7	6	0	4	4	2
ENSG00000158901	0	0	0	0	0	0
ENSG00000158941	1173	1674	1209	2488	1320	2192
ENSG00000158955	0	0	1	0	0	0
ENSG00000158966	111	99	175	216	134	139
ENSG00000158985	202	172	357	436	361	356
ENSG00000158987	36	22	58	73	47	40
ENSG00000159023	179	195	117	204	150	157
ENSG00000159055	189	302	244	319	260	331
ENSG00000159063	330	413	416	630	404	502
ENSG00000159069	1805	2946	1082	2823	1331	2261
ENSG00000159079	75	71	84	133	131	105
ENSG00000159082	185	136	297	327	252	273
ENSG00000159086	177	128	262	285	197	200
ENSG00000159110	65	79	92	129	77	94
ENSG00000159111	569	763	380	828	473	757
ENSG00000159128	666	806	689	962	678	893
ENSG00000159131	1281	1347	1379	1646	1293	1712
ENSG00000159140	2417	2161	3346	3933	2579	2237
ENSG00000159147	264	238	402	568	494	573
ENSG00000159164	991	1604	733	1999	1042	1477
ENSG00000159166	0	0	0	2	0	0
ENSG00000159167	224	266	361	247	212	239
ENSG00000159173	1	0	0	0	1	1
ENSG00000159176	10290	14415	6068	12391	8196	14034
ENSG00000159182	0	0	0	0	0	0
ENSG00000159184	1	1	0	0	0	0
ENSG00000159186	5	1	8	7	14	11
ENSG00000159189	0	0	0	1	0	2
ENSG00000159197	1	1	2	1	3	0
ENSG00000159199	721	909	565	1227	813	1571
ENSG00000159200	451	501	596	801	553	783
ENSG00000159202	1590	1887	1870	3226	1960	2547
ENSG00000159208	48	97	41	54	31	52
ENSG00000159210	1428	2029	651	1321	953	1570
ENSG00000159212	0	0	3	0	0	1
ENSG00000159214	47	79	45	79	55	78
ENSG00000159216	1082	1103	1224	2328	1545	1499
ENSG00000159217	6	4	4	2	1	0
ENSG00000159224	0	1	0	0	0	2
ENSG00000159228	949	1398	868	1549	921	1619
ENSG00000159231	568	812	427	710	470	823
ENSG00000159239	0	0	0	0	1	0
ENSG00000159247	1	4	0	3	1	5
ENSG00000159248	0	0	0	0	0	0
ENSG00000159251	100	35	28	340	140	143
ENSG00000159256	490	356	716	775	565	612
ENSG00000159259	269	402	374	797	490	789
ENSG00000159261	5	3	3	0	0	0
ENSG00000159263	2	0	0	2	1	1
ENSG00000159267	408	396	380	732	456	558
ENSG00000159289	0	0	0	0	0	0
ENSG00000159307	1	2	0	4	1	0
ENSG00000159314	27	49	43	89	64	76
ENSG00000159322	395	438	551	866	579	857
ENSG00000159335	4751	6109	4101	9902	6880	9328
ENSG00000159337	0	0	1	2	1	2
ENSG00000159339	0	0	0	0	0	1
ENSG00000159346	1185	1447	935	1810	1276	1795
ENSG00000159348	432	497	391	678	372	589
ENSG00000159352	1556	2521	1462	2708	1641	2908
ENSG00000159363	823	1273	542	1402	666	977
ENSG00000159374	3	3	5	3	1	5
ENSG00000159377	2509	3444	1757	4615	2361	4628
ENSG00000159387	0	0	0	2	0	0
ENSG00000159388	109	157	92	29	18	16
ENSG00000159398	0	0	0	0	0	0
ENSG00000159399	376	383	487	445	227	328
ENSG00000159403	1029	1338	922	1644	818	1263
ENSG00000159409	0	0	0	1	0	1
ENSG00000159423	195	342	129	398	204	355
ENSG00000159433	175	154	183	241	131	187
ENSG00000159445	96	128	81	121	93	143
ENSG00000159450	2	3	0	0	1	3
ENSG00000159455	0	0	0	0	0	0
ENSG00000159459	545	501	729	741	595	574
ENSG00000159461	1039	1125	1052	2589	1447	2009
ENSG00000159479	1173	1613	805	1346	958	1481
ENSG00000159495	0	1	0	0	0	1
ENSG00000159496	0	0	0	0	0	0
ENSG00000159516	0	0	0	0	0	0
ENSG00000159527	0	1	0	1	0	0
ENSG00000159556	44	85	40	147	44	58
ENSG00000159579	422	405	655	819	592	653
ENSG00000159588	2	5	4	4	1	6
ENSG00000159592	520	412	808	983	769	766
ENSG00000159593	660	664	808	968	926	1156
ENSG00000159596	218	272	212	243	183	282
ENSG00000159618	1	0	0	2	0	0
ENSG00000159625	0	2	0	1	0	1
ENSG00000159640	20	18	8	1	3	5
ENSG00000159648	2	1	5	1	3	0
ENSG00000159650	0	0	0	0	0	0
ENSG00000159658	923	822	1192	1561	1132	1241
ENSG00000159674	154	188	114	75	39	39
